method,yaw_init_error_deg,trial,success,converged,initial_rotation_error_deg,initial_depth_rel_rmse,stage_rotation_error_deg,rotation_error_deg,tilt_error_deg,yaw_error_deg,depth_rel_rmse,depth_rel_median,inlier_depth_rel_rmse,inlier_depth_rel_median,cost,nfev
ba_uv_joint,170.0,0,False,False,167.52637914944182,0.927219756189423,nan,167.52265311469438,24.0014138626838,169.9961259231727,6.530109601800684,4.660556071516643,6.651128534733392,4.752788367411534,95252.24500441493,90
ba_polar_plain_joint,170.0,0,False,False,167.52637914944182,0.927219756189423,nan,23.935406733774805,24.074819128504217,1.1550130810713146,3.0336813784694354,0.711110674464192,3.106726655152734,0.6941633809317299,14636.547832901413,90
ba_polar_cov_joint,170.0,0,False,False,167.52637914944182,0.927219756189423,nan,27.398034313294357,23.999265454301465,16.40664346272434,1.1050689226652286,0.5630970636731716,0.9951205861625804,0.5571596184986911,30986.790290318102,90
ba_polar_staged,170.0,0,False,True,167.52637914944182,0.927219756189423,0.5841374117417568,0.5839233570894249,0.5767946520635401,0.16726038084804717,0.6476773750961081,0.10041089968484238,0.1999132950743346,0.08084247687187218,5270.612667814653,91
ba_uv_joint,170.0,1,False,False,175.7679109694805,0.6344397232519516,nan,153.9008628331676,17.669703758413274,154.90924859848175,6.178837566848159,4.798943889420725,6.286038388027804,4.863249750164637,88158.24048310057,90
ba_polar_plain_joint,170.0,1,False,False,175.7679109694805,0.6344397232519516,nan,38.77573208723468,13.893491746587573,33.3180326884028,3.7103887648412615,0.881559293370404,3.7671142837967064,0.9575965503118851,12218.726655946943,90
ba_polar_cov_joint,170.0,1,False,False,175.7679109694805,0.6344397232519516,nan,56.76136345824642,44.647185520075205,34.111654617657244,1.3538450475903698,0.8149501018588148,1.3801886009500521,0.8130190519711168,46277.488403976124,90
ba_polar_staged,170.0,1,False,True,175.7679109694805,0.6344397232519516,1.0122211897572029,1.010790875835641,0.3047230978786375,1.0364125327096188,0.720461028895714,0.07210884039243556,0.38178405701957674,0.07082685265604124,5328.25306722285,99
ba_uv_joint,170.0,2,False,False,177.25463877963614,0.9448569945502286,nan,177.2137256048709,23.885672900271956,170.0008905717715,7.098555407799683,5.820940870888964,7.241557120781634,6.038456112109964,129693.94878469303,90
ba_polar_plain_joint,170.0,2,False,False,177.25463877963614,0.9448569945502286,nan,10.576859107388895,2.3525269049461315,10.210548631980101,1.3002637232125005,0.5558307853762153,1.1785974980265277,0.5440799760151187,1951.0569575142238,90
ba_polar_cov_joint,170.0,2,False,False,177.25463877963614,0.9448569945502286,nan,170.82965856593114,206.00572306036716,16.502476127590697,0.8643411965905,0.8653567293737499,0.8628550984594168,0.8636266513604519,91294.80680006536,90
ba_polar_staged,170.0,2,False,True,177.25463877963614,0.9448569945502286,0.3953405650667891,0.3954813073093966,0.39012992046742373,0.05122081655398656,0.6523985890788024,0.09718103319357521,0.21574344131446405,0.0923862730445481,5244.420525137053,94
ba_uv_joint,170.0,3,False,False,174.88211724140942,1.1796403609583372,nan,174.86316953352596,14.144873499723857,173.70075818782036,6.356006658571309,4.6429984987787645,6.469999423474102,4.747112606625817,100168.81852483278,90
ba_polar_plain_joint,170.0,3,False,False,174.88211724140942,1.1796403609583372,nan,15.656797176210175,15.28946955181097,1.6706382199560568,2.0032595498058683,0.5730136066281306,1.9982781955616842,0.5480875196835773,9700.88799205139,90
ba_polar_cov_joint,170.0,3,False,False,174.88211724140942,1.1796403609583372,nan,92.72646901093415,87.71323186114654,92.53127456135067,6.603313401642776,5.258295704457002,6.70352784328089,5.4362748216854575,111382.72224829068,90
ba_polar_staged,170.0,3,False,True,174.88211724140942,1.1796403609583372,2.063707578532078,1.6462273449982479,0.8507320977956135,1.6036879446847203,0.6682745142382143,0.11901738719423322,0.2686668032820784,0.11105588765378319,5366.874666054642,96
ba_uv_joint,170.0,4,False,False,169.6902849761077,0.6182670767065467,nan,169.69026845314656,23.999935624421273,169.9998882782157,5.1449981303191805,3.3612152992113566,5.248815352732994,3.444347089345114,91195.99008544092,90
ba_polar_plain_joint,170.0,4,False,False,169.6902849761077,0.6182670767065467,nan,70.93038301183874,24.021891390482136,67.79922207014084,4.034807627158125,0.8361190235781812,4.043532551569414,0.8355513227392755,12669.270816584924,90
ba_polar_cov_joint,170.0,4,False,False,169.6902849761077,0.6182670767065467,nan,38.66095190316205,23.99907071289677,31.100031647141005,2.3789371118869185,0.7890873939743006,2.397275636695167,0.7788504541946932,24259.657967652172,90
ba_polar_staged,170.0,4,False,True,169.6902849761077,0.6182670767065467,1.2718506978012298,1.2712940726797108,1.1551386223910451,0.490728388870402,0.6780713520472385,0.1702846441645648,0.2869899872219057,0.16695248675805574,5662.914823003329,93
ba_uv_joint,170.0,5,False,False,174.78091956439945,0.5861675713822164,nan,143.4227253364836,41.737332870304435,139.16635323242434,3.688700841384334,0.8563534052552755,3.766048340923089,0.8563534052552755,66162.0390707462,90
ba_polar_plain_joint,170.0,5,False,False,174.78091956439945,0.5861675713822164,nan,77.10546278171994,23.993040831778664,78.63202784352407,5.392085570095155,3.848432292843092,5.491608575576641,3.848432292843092,19063.901706523684,90
ba_polar_cov_joint,170.0,5,False,False,174.78091956439945,0.5861675713822164,nan,35.51410327599687,24.001417195565697,31.450045224550152,4.129014744007996,0.6857612412848704,4.160511377108168,0.680203595492358,31629.95528472203,90
ba_polar_staged,170.0,5,False,True,174.78091956439945,0.5861675713822164,0.7473428164043666,0.7466465615492994,0.43696439047383745,0.6772069183582672,0.6639348927838331,0.07567267124918757,0.2508627155993222,0.06366130108846824,5380.975429012439,92
