method,yaw_init_error_deg,trial,success,converged,initial_rotation_error_deg,initial_translation_error_m,initial_depth_rel_rmse,stage_rotation_error_deg,rotation_error_deg,translation_error_m,tilt_error_deg,yaw_error_deg,depth_rel_rmse,depth_rel_median,inlier_depth_rel_rmse,inlier_depth_rel_median,cost,nfev
ba_polar_cov_joint,0.0,3,False,False,23.984683709028257,0.28,0.8291131327014282,nan,23.950790110215163,0.2799881050422237,23.98849691488618,0.023594632476690115,5.015856154896115,3.6752877124558694,4.598315236825537,3.672253685416826,110726.02765103341,120
ba_polar_staged,0.0,3,False,True,23.984683709028257,0.28,0.8291131327014282,0.891745948889889,0.9030421325533053,0.2796598855072939,0.8429982511635263,0.18564858922920077,1.5048901494648976,0.19205954959213417,0.4330720158203875,0.18745494003701588,19697.75539581138,108
ba_uv_joint,0.0,4,False,False,23.969960127396902,0.2800000000000001,0.8995813055601621,nan,23.961982719671614,0.2799873788210344,23.9922719073637,0.035035390929411485,1.9460589419219023,0.6780145209775044,1.1969281869058381,0.6469645437807254,104640.24890078127,120
ba_polar_plain_joint,0.0,4,False,False,23.969960127396902,0.2800000000000001,0.8995813055601621,nan,23.968966728739794,0.2799991715898918,23.999294943328152,0.007299166796607744,3.0876197309328037,0.5638068042367399,2.8148337664712053,0.5662531060245888,61833.32941549373,120
ba_polar_cov_joint,0.0,4,False,False,23.969960127396902,0.2800000000000001,0.8995813055601621,nan,36.37555276427066,0.2799982912457654,23.999000519055166,28.87093954750737,2.6838593747276196,0.5612109961794249,2.354416103636274,0.5593990218722494,104708.4520726059,120
ba_polar_staged,0.0,4,False,True,23.969960127396902,0.2800000000000001,0.8995813055601621,0.8149217691976443,0.8361600715273126,0.2794585788073631,0.8262515950300282,0.25305232644095704,1.5034622020021948,0.13508481895502708,0.41069403705072616,0.13232206606725333,16743.14227266158,110
ba_uv_joint,0.0,5,False,False,23.999874905998873,0.28,0.6656599699409727,nan,23.96206130796861,0.2800521921369252,23.995494478532684,15.473239914428472,1.656082110860551,0.6497448182561949,0.6306606250059061,0.6465177354148582,46097.21255798247,120
ba_polar_plain_joint,0.0,5,False,False,23.999874905998873,0.28,0.6656599699409727,nan,23.992621635732224,0.2800118596720354,23.9997169138179,0.0026843607738406073,3.043515727254507,0.6592866098863848,2.770497317478547,0.6507605575372274,46834.19466191804,120
ba_polar_cov_joint,0.0,5,False,False,23.999874905998873,0.28,0.6656599699409727,nan,41.64288480605721,0.27999862212039206,23.99985763665908,34.017158341515,1.6012737808350868,0.5900756205776807,1.5967032289339038,0.5826151275590128,84148.44396390422,120
ba_polar_staged,0.0,5,False,True,23.999874905998873,0.28,0.6656599699409727,1.7109223937884175,1.7107567035702924,0.2799654502180245,1.6981638560636658,1.0291022664574996,1.5040442026359209,0.1213872068736561,0.43122266429528433,0.11997565663852483,18640.23438724825,111
